state,year,Month,Unemployed_prct
Alabama,1986,2,9.5
Alaska,1986,2,10.5
Arizona,1986,2,6.5
Arkansas,1986,2,8.7
California,1986,2,6.8
Los Angeles County,1986,2,6.6
Colorado,1986,2,6.8
Connecticut,1986,2,3.9
Delaware,1986,2,4.8
District of Columbia,1986,2,7.2
Florida,1986,2,5.8
Georgia,1986,2,5.8
Hawaii,1986,2,5.3
Idaho,1986,2,8.3
Illinois,1986,2,8.7
Indiana,1986,2,7
Iowa,1986,2,7.2
Kansas,1986,2,5.3
Kentucky,1986,2,9.6
Louisiana,1986,2,12.3
Maine,1986,2,5.4
Maryland,1986,2,4.4
Massachusetts,1986,2,3.9
Michigan,1986,2,8.9
Minnesota,1986,2,6
Mississippi,1986,2,11
Missouri,1986,2,6.1
Montana,1986,2,8
Nebraska,1986,2,5.3
Nevada,1986,2,6.7
New Hampshire,1986,2,3.1
New Jersey,1986,2,5.4
New Mexico,1986,2,8.8
New York,1986,2,6.6
New York city,1986,2,7.9
North Carolina,1986,2,5.2
North Dakota,1986,2,6
Ohio,1986,2,8.4
Oklahoma,1986,2,7.7
Oregon,1986,2,8.7
Pennsylvania,1986,2,7.5
Rhode Island,1986,2,4.1
South Carolina,1986,2,6.8
South Dakota,1986,2,4.7
Tennessee,1986,2,8.1
Texas,1986,2,8
Utah,1986,2,5.7
Vermont,1986,2,4.4
Virginia,1986,2,5.1
Washington,1986,2,8
West Virginia,1986,2,11.9
Wisconsin,1986,2,7.1
Wyoming,1986,2,8.1
Alabama,1986,3,9.8
Alaska,1986,3,10.8
Arizona,1986,3,6.6
Arkansas,1986,3,8.6
California,1986,3,6.9
Los Angeles County,1986,3,6.6
Colorado,1986,3,7
Connecticut,1986,3,3.9
Delaware,1986,3,4.9
District of Columbia,1986,3,7.3
Florida,1986,3,5.8
Georgia,1986,3,5.9
Hawaii,1986,3,5.2
Idaho,1986,3,8.3
Illinois,1986,3,8.6
Indiana,1986,3,7.1
Iowa,1986,3,7.1
Kansas,1986,3,5.4
Kentucky,1986,3,9.5
Louisiana,1986,3,12.4
Maine,1986,3,5.4
Maryland,1986,3,4.4
Massachusetts,1986,3,3.9
Michigan,1986,3,9
Minnesota,1986,3,5.9
Mississippi,1986,3,11.2
Missouri,1986,3,6.1
Montana,1986,3,8
Nebraska,1986,3,5.2
Nevada,1986,3,6.5
New Hampshire,1986,3,3.1
New Jersey,1986,3,5.4
New Mexico,1986,3,9
New York,1986,3,6.6
New York city,1986,3,8
North Carolina,1986,3,5.3
North Dakota,1986,3,6.1
Ohio,1986,3,8.4
Oklahoma,1986,3,8
Oregon,1986,3,8.7
Pennsylvania,1986,3,7.4
Rhode Island,1986,3,4.1
South Carolina,1986,3,6.8
South Dakota,1986,3,4.7
Tennessee,1986,3,8.1
Texas,1986,3,8.3
Utah,1986,3,5.7
Vermont,1986,3,4.4
Virginia,1986,3,5.1
Washington,1986,3,8.1
West Virginia,1986,3,12
Wisconsin,1986,3,7.2
Wyoming,1986,3,8.4
Alabama,1986,4,10
Alaska,1986,4,11
Arizona,1986,4,6.8
Arkansas,1986,4,8.6
California,1986,4,6.9
Los Angeles County,1986,4,6.7
Colorado,1986,4,7.1
Connecticut,1986,4,3.9
Delaware,1986,4,4.9
District of Columbia,1986,4,7.5
Florida,1986,4,5.9
Georgia,1986,4,6
Hawaii,1986,4,5.2
Idaho,1986,4,8.4
Illinois,1986,4,8.6
Indiana,1986,4,7.1
Iowa,1986,4,7.1
Kansas,1986,4,5.4
Kentucky,1986,4,9.4
Louisiana,1986,4,12.5
Maine,1986,4,5.3
Maryland,1986,4,4.5
Massachusetts,1986,4,3.9
Michigan,1986,4,9.1
Minnesota,1986,4,5.8
Mississippi,1986,4,11.5
Missouri,1986,4,6.2
Montana,1986,4,8
Nebraska,1986,4,5.1
Nevada,1986,4,6.4
New Hampshire,1986,4,3
New Jersey,1986,4,5.3
New Mexico,1986,4,9.2
New York,1986,4,6.6
New York city,1986,4,8
North Carolina,1986,4,5.4
North Dakota,1986,4,6.1
Ohio,1986,4,8.4
Oklahoma,1986,4,8.2
Oregon,1986,4,8.7
Pennsylvania,1986,4,7.3
Rhode Island,1986,4,4.1
South Carolina,1986,4,6.7
South Dakota,1986,4,4.7
Tennessee,1986,4,8.1
Texas,1986,4,8.6
Utah,1986,4,5.8
Vermont,1986,4,4.3
Virginia,1986,4,5.1
Washington,1986,4,8.2
West Virginia,1986,4,12
Wisconsin,1986,4,7.2
Wyoming,1986,4,8.7
Alabama,1986,5,10
Alaska,1986,5,11.1
Arizona,1986,5,6.9
Arkansas,1986,5,8.6
California,1986,5,6.9
Los Angeles County,1986,5,6.7
Colorado,1986,5,7.2
Connecticut,1986,5,3.9
Delaware,1986,5,4.9
District of Columbia,1986,5,7.6
Florida,1986,5,5.9
Georgia,1986,5,6.1
Hawaii,1986,5,5
Idaho,1986,5,8.4
Illinois,1986,5,8.5
Indiana,1986,5,7.1
Iowa,1986,5,7
Kansas,1986,5,5.5
Kentucky,1986,5,9.3
Louisiana,1986,5,12.6
Maine,1986,5,5.3
Maryland,1986,5,4.5
Massachusetts,1986,5,4
Michigan,1986,5,9.1
Minnesota,1986,5,5.7
Mississippi,1986,5,11.6
Missouri,1986,5,6.3
Montana,1986,5,8
Nebraska,1986,5,5
Nevada,1986,5,6.2
New Hampshire,1986,5,2.9
New Jersey,1986,5,5.2
New Mexico,1986,5,9.4
New York,1986,5,6.6
New York city,1986,5,7.8
North Carolina,1986,5,5.4
North Dakota,1986,5,6.1
Ohio,1986,5,8.4
Oklahoma,1986,5,8.5
Oregon,1986,5,8.6
Pennsylvania,1986,5,7.2
Rhode Island,1986,5,4.1
South Carolina,1986,5,6.6
South Dakota,1986,5,4.6
Tennessee,1986,5,8
Texas,1986,5,8.8
Utah,1986,5,5.9
Vermont,1986,5,4.3
Virginia,1986,5,5.1
Washington,1986,5,8.2
West Virginia,1986,5,12.1
Wisconsin,1986,5,7.1
Wyoming,1986,5,8.9
Alabama,1986,6,9.9
Alaska,1986,6,11.2
Arizona,1986,6,7
Arkansas,1986,6,8.5
California,1986,6,6.8
Los Angeles County,1986,6,6.8
Colorado,1986,6,7.4
Connecticut,1986,6,3.9
Delaware,1986,6,4.7
District of Columbia,1986,6,7.7
Florida,1986,6,5.9
Georgia,1986,6,6.1
Hawaii,1986,6,4.9
Idaho,1986,6,8.5
Illinois,1986,6,8.4
Indiana,1986,6,7
Iowa,1986,6,6.9
Kansas,1986,6,5.5
Kentucky,1986,6,9.2
Louisiana,1986,6,12.7
Maine,1986,6,5.3
Maryland,1986,6,4.5
Massachusetts,1986,6,4
Michigan,1986,6,9
Minnesota,1986,6,5.5
Mississippi,1986,6,11.7
Missouri,1986,6,6.4
Montana,1986,6,7.9
Nebraska,1986,6,4.9
Nevada,1986,6,6.1
New Hampshire,1986,6,2.8
New Jersey,1986,6,5.2
New Mexico,1986,6,9.5
New York,1986,6,6.5
New York city,1986,6,7.6
North Carolina,1986,6,5.4
North Dakota,1986,6,6
Ohio,1986,6,8.4
Oklahoma,1986,6,8.6
Oregon,1986,6,8.4
Pennsylvania,1986,6,7
Rhode Island,1986,6,4.1
South Carolina,1986,6,6.4
South Dakota,1986,6,4.6
Tennessee,1986,6,7.9
Texas,1986,6,8.9
Utah,1986,6,6
Vermont,1986,6,4.3
Virginia,1986,6,5.1
Washington,1986,6,8.2
West Virginia,1986,6,12.1
Wisconsin,1986,6,7.1
Wyoming,1986,6,9
Alabama,1986,7,9.8
Alaska,1986,7,11.2
Arizona,1986,7,7.1
Arkansas,1986,7,8.5
California,1986,7,6.8
Los Angeles County,1986,7,6.8
Colorado,1986,7,7.6
Connecticut,1986,7,3.8
Delaware,1986,7,4.5
District of Columbia,1986,7,7.7
Florida,1986,7,5.8
Georgia,1986,7,6.1
Hawaii,1986,7,4.8
Idaho,1986,7,8.6
Illinois,1986,7,8.3
Indiana,1986,7,6.8
Iowa,1986,7,6.7
Kansas,1986,7,5.4
Kentucky,1986,7,9.2
Louisiana,1986,7,12.8
Maine,1986,7,5.3
Maryland,1986,7,4.6
Massachusetts,1986,7,4
Michigan,1986,7,8.9
Minnesota,1986,7,5.4
Mississippi,1986,7,11.7
Missouri,1986,7,6.4
Montana,1986,7,7.9
Nebraska,1986,7,4.9
Nevada,1986,7,6
New Hampshire,1986,7,2.7
New Jersey,1986,7,5.1
New Mexico,1986,7,9.6
New York,1986,7,6.3
New York city,1986,7,7.4
North Carolina,1986,7,5.4
North Dakota,1986,7,5.9
Ohio,1986,7,8.3
Oklahoma,1986,7,8.6
Oregon,1986,7,8.2
Pennsylvania,1986,7,6.9
Rhode Island,1986,7,4.1
South Carolina,1986,7,6.3
South Dakota,1986,7,4.6
Tennessee,1986,7,7.8
Texas,1986,7,9
Utah,1986,7,6.1
Vermont,1986,7,4.3
Virginia,1986,7,5
Washington,1986,7,8.2
West Virginia,1986,7,12
Wisconsin,1986,7,7
Wyoming,1986,7,9.1
Alabama,1986,8,9.8
Alaska,1986,8,11.2
Arizona,1986,8,7.1
Arkansas,1986,8,8.5
California,1986,8,6.7
Los Angeles County,1986,8,6.8
Colorado,1986,8,7.8
Connecticut,1986,8,3.8
Delaware,1986,8,4.2
District of Columbia,1986,8,7.7
Florida,1986,8,5.8
Georgia,1986,8,6
Hawaii,1986,8,4.6
Idaho,1986,8,8.6
Illinois,1986,8,8.2
Indiana,1986,8,6.7
Iowa,1986,8,6.6
Kansas,1986,8,5.4
Kentucky,1986,8,9.2
Louisiana,1986,8,13
Maine,1986,8,5.3
Maryland,1986,8,4.6
Massachusetts,1986,8,4
Michigan,1986,8,8.8
Minnesota,1986,8,5.3
Mississippi,1986,8,11.6
Missouri,1986,8,6.4
Montana,1986,8,7.9
Nebraska,1986,8,4.9
Nevada,1986,8,6
New Hampshire,1986,8,2.6
New Jersey,1986,8,4.9
New Mexico,1986,8,9.6
New York,1986,8,6.1
New York city,1986,8,7.1
North Carolina,1986,8,5.3
North Dakota,1986,8,5.8
Ohio,1986,8,8.3
Oklahoma,1986,8,8.6
Oregon,1986,8,7.9
Pennsylvania,1986,8,6.7
Rhode Island,1986,8,4.1
South Carolina,1986,8,6.2
South Dakota,1986,8,4.5
Tennessee,1986,8,7.8
Texas,1986,8,9.1
Utah,1986,8,6.2
Vermont,1986,8,4.2
Virginia,1986,8,5
Washington,1986,8,8.2
West Virginia,1986,8,11.9
Wisconsin,1986,8,6.9
Wyoming,1986,8,9.2
Alabama,1986,9,9.7
Alaska,1986,9,11.1
Arizona,1986,9,7.2
Arkansas,1986,9,8.5
California,1986,9,6.7
Los Angeles County,1986,9,6.8
Colorado,1986,9,8
Connecticut,1986,9,3.8
Delaware,1986,9,3.9
District of Columbia,1986,9,7.7
Florida,1986,9,5.8
Georgia,1986,9,6
Hawaii,1986,9,4.4
Idaho,1986,9,8.6
Illinois,1986,9,8
Indiana,1986,9,6.7
Iowa,1986,9,6.5
Kansas,1986,9,5.3
Kentucky,1986,9,9.3
Louisiana,1986,9,13.1
Maine,1986,9,5.3
Maryland,1986,9,4.7
Massachusetts,1986,9,3.9
Michigan,1986,9,8.7
Minnesota,1986,9,5.2
Mississippi,1986,9,11.6
Missouri,1986,9,6.3
Montana,1986,9,7.9
Nebraska,1986,9,4.9
Nevada,1986,9,5.9
New Hampshire,1986,9,2.5
New Jersey,1986,9,4.8
New Mexico,1986,9,9.6
New York,1986,9,5.9
New York city,1986,9,6.9
North Carolina,1986,9,5.3
North Dakota,1986,9,5.7
Ohio,1986,9,8.2
Oklahoma,1986,9,8.5
Oregon,1986,9,7.6
Pennsylvania,1986,9,6.5
Rhode Island,1986,9,4.1
South Carolina,1986,9,6.2
South Dakota,1986,9,4.5
Tennessee,1986,9,7.8
Texas,1986,9,9.2
Utah,1986,9,6.4
Vermont,1986,9,4.2
Virginia,1986,9,5
Washington,1986,9,8.2
West Virginia,1986,9,11.7
Wisconsin,1986,9,6.8
Wyoming,1986,9,9.3
Alabama,1986,10,9.7
Alaska,1986,10,11
Arizona,1986,10,7.2
Arkansas,1986,10,8.5
California,1986,10,6.6
Los Angeles County,1986,10,6.7
Colorado,1986,10,8.1
Connecticut,1986,10,3.7
Delaware,1986,10,3.7
District of Columbia,1986,10,7.7
Florida,1986,10,5.8
Georgia,1986,10,6
Hawaii,1986,10,4.3
Idaho,1986,10,8.5
Illinois,1986,10,7.9
Indiana,1986,10,6.7
Iowa,1986,10,6.3
Kansas,1986,10,5.3
Kentucky,1986,10,9.4
Louisiana,1986,10,13.1
Maine,1986,10,5.2
Maryland,1986,10,4.7
Massachusetts,1986,10,3.9
Michigan,1986,10,8.6
Minnesota,1986,10,5.2
Mississippi,1986,10,11.5
Missouri,1986,10,6.3
Montana,1986,10,7.9
Nebraska,1986,10,4.9
Nevada,1986,10,5.9
New Hampshire,1986,10,2.5
New Jersey,1986,10,4.6
New Mexico,1986,10,9.5
New York,1986,10,5.8
New York city,1986,10,6.7
North Carolina,1986,10,5.3
North Dakota,1986,10,5.6
Ohio,1986,10,8.2
Oklahoma,1986,10,8.4
Oregon,1986,10,7.3
Pennsylvania,1986,10,6.4
Rhode Island,1986,10,4
South Carolina,1986,10,6.1
South Dakota,1986,10,4.5
Tennessee,1986,10,7.8
Texas,1986,10,9.2
Utah,1986,10,6.5
Vermont,1986,10,4.2
Virginia,1986,10,5
Washington,1986,10,8.1
West Virginia,1986,10,11.5
Wisconsin,1986,10,6.8
Wyoming,1986,10,9.3
Alabama,1986,11,9.6
Alaska,1986,11,10.9
Arizona,1986,11,7.2
Arkansas,1986,11,8.5
California,1986,11,6.6
Los Angeles County,1986,11,6.7
Colorado,1986,11,8.2
Connecticut,1986,11,3.8
Delaware,1986,11,3.5
District of Columbia,1986,11,7.6
Florida,1986,11,5.7
Georgia,1986,11,6
Hawaii,1986,11,4.2
Idaho,1986,11,8.4
Illinois,1986,11,7.8
Indiana,1986,11,6.7
Iowa,1986,11,6.2
Kansas,1986,11,5.2
Kentucky,1986,11,9.4
Louisiana,1986,11,13.1
Maine,1986,11,5.1
Maryland,1986,11,4.7
Massachusetts,1986,11,3.8
Michigan,1986,11,8.5
Minnesota,1986,11,5.2
Mississippi,1986,11,11.5
Missouri,1986,11,6.2
Montana,1986,11,7.9
Nebraska,1986,11,4.8
Nevada,1986,11,5.9
New Hampshire,1986,11,2.4
New Jersey,1986,11,4.5
New Mexico,1986,11,9.5
New York,1986,11,5.7
New York city,1986,11,6.6
North Carolina,1986,11,5.2
North Dakota,1986,11,5.5
Ohio,1986,11,8.1
Oklahoma,1986,11,8.2
Oregon,1986,11,7
Pennsylvania,1986,11,6.2
Rhode Island,1986,11,4
South Carolina,1986,11,6.2
South Dakota,1986,11,4.4
Tennessee,1986,11,7.7
Texas,1986,11,9.2
Utah,1986,11,6.6
Vermont,1986,11,4.1
Virginia,1986,11,5
Washington,1986,11,8.1
West Virginia,1986,11,11.4
Wisconsin,1986,11,6.7
Wyoming,1986,11,9.4
Alabama,1986,12,9.5
Alaska,1986,12,10.9
Arizona,1986,12,7.1
Arkansas,1986,12,8.5
California,1986,12,6.5
Los Angeles County,1986,12,6.6
Colorado,1986,12,8.3
Connecticut,1986,12,3.8
Delaware,1986,12,3.3
District of Columbia,1986,12,7.5
Florida,1986,12,5.7
Georgia,1986,12,5.9
Hawaii,1986,12,4.1
Idaho,1986,12,8.4
Illinois,1986,12,7.8
Indiana,1986,12,6.7
Iowa,1986,12,6.1
Kansas,1986,12,5.2
Kentucky,1986,12,9.4
Louisiana,1986,12,13
Maine,1986,12,5
Maryland,1986,12,4.7
Massachusetts,1986,12,3.7
Michigan,1986,12,8.4
Minnesota,1986,12,5.2
Mississippi,1986,12,11.3
Missouri,1986,12,6.3
Montana,1986,12,7.8
Nebraska,1986,12,4.8
Nevada,1986,12,6
New Hampshire,1986,12,2.3
New Jersey,1986,12,4.3
New Mexico,1986,12,9.4
New York,1986,12,5.5
New York city,1986,12,6.5
North Carolina,1986,12,5.2
North Dakota,1986,12,5.4
Ohio,1986,12,8.1
Oklahoma,1986,12,8.1
Oregon,1986,12,6.8
Pennsylvania,1986,12,6.1
Rhode Island,1986,12,3.9
South Carolina,1986,12,6.2
South Dakota,1986,12,4.4
Tennessee,1986,12,7.6
Texas,1986,12,9.1
Utah,1986,12,6.7
Vermont,1986,12,4
Virginia,1986,12,4.9
Washington,1986,12,8.1
West Virginia,1986,12,11.2
Wisconsin,1986,12,6.6
Wyoming,1986,12,9.4
Alabama,1990,1,6.7
Alaska,1990,1,7.2
Arizona,1990,1,5.2
Arkansas,1990,1,6.7
California,1990,1,5.2
Los Angeles County,1990,1,5.7
Colorado,1990,1,5.4
Connecticut,1990,1,4.8
Delaware,1990,1,3.7
District of Columbia,1990,1,5.3
Florida,1990,1,5.7
Georgia,1990,1,5.2
Hawaii,1990,1,2.7
Idaho,1990,1,5.2
Illinois,1990,1,6.2
Indiana,1990,1,5.3
Iowa,1990,1,4.3
Kansas,1990,1,4.1
Kentucky,1990,1,5.8
Louisiana,1990,1,5.9
Maine,1990,1,4.5
Maryland,1990,1,3.7
Massachusetts,1990,1,5.1
Michigan,1990,1,7.8
Minnesota,1990,1,4.6
Mississippi,1990,1,7.6
Missouri,1990,1,5.6
Montana,1990,1,5.4
Nebraska,1990,1,2.5
Nevada,1990,1,4.5
New Hampshire,1990,1,4.8
New Jersey,1990,1,4.5
New Mexico,1990,1,6.6
New York,1990,1,5.2
New York city,1990,1,6.8
North Carolina,1990,1,3.4
North Dakota,1990,1,4.1
Ohio,1990,1,5.8
Oklahoma,1990,1,5.5
Oregon,1990,1,5.2
Pennsylvania,1990,1,5.1
Rhode Island,1990,1,5.3
South Carolina,1990,1,4.7
South Dakota,1990,1,3.9
Tennessee,1990,1,5
Texas,1990,1,6.3
Utah,1990,1,4.5
Vermont,1990,1,4.3
Virginia,1990,1,3.9
Washington,1990,1,5.4
West Virginia,1990,1,7.9
Wisconsin,1990,1,4.2
Wyoming,1990,1,5.6
Alabama,1990,2,6.7
Alaska,1990,2,7.2
Arizona,1990,2,5.3
Arkansas,1990,2,6.7
California,1990,2,5.2
Los Angeles County,1990,2,5.7
Colorado,1990,2,5.3
Connecticut,1990,2,4.9
Delaware,1990,2,3.8
District of Columbia,1990,2,5.5
Florida,1990,2,5.8
Georgia,1990,2,5.1
Hawaii,1990,2,2.8
Idaho,1990,2,5.2
Illinois,1990,2,6.1
Indiana,1990,2,5.3
Iowa,1990,2,4.3
Kansas,1990,2,4.1
Kentucky,1990,2,5.7
Louisiana,1990,2,5.8
Maine,1990,2,4.5
Maryland,1990,2,3.7
Massachusetts,1990,2,5.3
Michigan,1990,2,7.6
Minnesota,1990,2,4.6
Mississippi,1990,2,7.5
Missouri,1990,2,5.6
Montana,1990,2,5.4
Nebraska,1990,2,2.4
Nevada,1990,2,4.4
New Hampshire,1990,2,5
New Jersey,1990,2,4.6
New Mexico,1990,2,6.5
New York,1990,2,5.2
New York city,1990,2,6.8
North Carolina,1990,2,3.5
North Dakota,1990,2,4.1
Ohio,1990,2,5.6
Oklahoma,1990,2,5.5
Oregon,1990,2,5.1
Pennsylvania,1990,2,5.1
Rhode Island,1990,2,5.4
South Carolina,1990,2,4.6
South Dakota,1990,2,3.9
Tennessee,1990,2,5
Texas,1990,2,6.3
Utah,1990,2,4.5
Vermont,1990,2,4.4
Virginia,1990,2,3.8
Washington,1990,2,5.3
West Virginia,1990,2,7.8
Wisconsin,1990,2,4.2
Wyoming,1990,2,5.4
Alabama,1990,3,6.7
Alaska,1990,3,7.2
Arizona,1990,3,5.4
Arkansas,1990,3,6.7
California,1990,3,5.2
Los Angeles County,1990,3,5.6
Colorado,1990,3,5.3
Connecticut,1990,3,5
Delaware,1990,3,3.8
District of Columbia,1990,3,5.7
Florida,1990,3,5.8
Georgia,1990,3,5.1
Hawaii,1990,3,2.8
Idaho,1990,3,5.3
Illinois,1990,3,6
Indiana,1990,3,5.2
Iowa,1990,3,4.3
Kansas,1990,3,4.1
Kentucky,1990,3,5.7
Louisiana,1990,3,5.7
Maine,1990,3,4.5
Maryland,1990,3,3.7
Massachusetts,1990,3,5.5
Michigan,1990,3,7.5
Minnesota,1990,3,4.6
Mississippi,1990,3,7.4
Missouri,1990,3,5.4
Montana,1990,3,5.5
Nebraska,1990,3,2.4
Nevada,1990,3,4.4
New Hampshire,1990,3,5.2
New Jersey,1990,3,4.6
New Mexico,1990,3,6.4
New York,1990,3,5.1
New York city,1990,3,6.7
North Carolina,1990,3,3.6
North Dakota,1990,3,4
Ohio,1990,3,5.5
Oklahoma,1990,3,5.5
Oregon,1990,3,5.1
Pennsylvania,1990,3,5.1
Rhode Island,1990,3,5.6
South Carolina,1990,3,4.5
South Dakota,1990,3,3.9
Tennessee,1990,3,5
Texas,1990,3,6.3
Utah,1990,3,4.5
Vermont,1990,3,4.5
Virginia,1990,3,3.8
Washington,1990,3,5.2
West Virginia,1990,3,7.7
Wisconsin,1990,3,4.1
Wyoming,1990,3,5.4
Alabama,1990,4,6.7
Alaska,1990,4,7.2
Arizona,1990,4,5.4
Arkansas,1990,4,6.7
California,1990,4,5.3
Los Angeles County,1990,4,5.6
Colorado,1990,4,5.3
Connecticut,1990,4,5
Delaware,1990,4,3.8
District of Columbia,1990,4,6
Florida,1990,4,5.8
Georgia,1990,4,5.1
Hawaii,1990,4,2.8
Idaho,1990,4,5.4
Illinois,1990,4,5.9
Indiana,1990,4,5.2
Iowa,1990,4,4.3
Kansas,1990,4,4.1
Kentucky,1990,4,5.7
Louisiana,1990,4,5.7
Maine,1990,4,4.6
Maryland,1990,4,3.8
Massachusetts,1990,4,5.7
Michigan,1990,4,7.4
Minnesota,1990,4,4.6
Mississippi,1990,4,7.3
Missouri,1990,4,5.3
Montana,1990,4,5.5
Nebraska,1990,4,2.3
Nevada,1990,4,4.4
New Hampshire,1990,4,5.4
New Jersey,1990,4,4.6
New Mexico,1990,4,6.4
New York,1990,4,5.1
New York city,1990,4,6.6
North Carolina,1990,4,3.7
North Dakota,1990,4,4
Ohio,1990,4,5.5
Oklahoma,1990,4,5.4
Oregon,1990,4,5.2
Pennsylvania,1990,4,5.1
Rhode Island,1990,4,5.8
South Carolina,1990,4,4.5
South Dakota,1990,4,3.9
Tennessee,1990,4,5.1
Texas,1990,4,6.2
Utah,1990,4,4.5
Vermont,1990,4,4.6
Virginia,1990,4,3.9
Washington,1990,4,5.2
West Virginia,1990,4,7.7
Wisconsin,1990,4,4.1
Wyoming,1990,4,5.3
Alabama,1990,5,6.6
Alaska,1990,5,7.2
Arizona,1990,5,5.3
Arkansas,1990,5,6.7
California,1990,5,5.4
Los Angeles County,1990,5,5.5
Colorado,1990,5,5.3
Connecticut,1990,5,5.1
Delaware,1990,5,3.8
District of Columbia,1990,5,6.1
Florida,1990,5,5.9
Georgia,1990,5,5.2
Hawaii,1990,5,2.8
Idaho,1990,5,5.5
Illinois,1990,5,6
Indiana,1990,5,5.2
Iowa,1990,5,4.3
Kansas,1990,5,4.1
Kentucky,1990,5,5.7
Louisiana,1990,5,5.8
Maine,1990,5,4.7
Maryland,1990,5,4
Massachusetts,1990,5,5.9
Michigan,1990,5,7.3
Minnesota,1990,5,4.6
Mississippi,1990,5,7.3
Missouri,1990,5,5.3
Montana,1990,5,5.8
Nebraska,1990,5,2.3
Nevada,1990,5,4.5
New Hampshire,1990,5,5.5
New Jersey,1990,5,4.7
New Mexico,1990,5,6.4
New York,1990,5,5.1
New York city,1990,5,6.6
North Carolina,1990,5,3.8
North Dakota,1990,5,4
Ohio,1990,5,5.5
Oklahoma,1990,5,5.4
Oregon,1990,5,5.3
Pennsylvania,1990,5,5.2
Rhode Island,1990,5,6.1
South Carolina,1990,5,4.6
South Dakota,1990,5,3.8
Tennessee,1990,5,5.1
Texas,1990,5,6.2
Utah,1990,5,4.5
Vermont,1990,5,4.7
Virginia,1990,5,4
Washington,1990,5,5.1
West Virginia,1990,5,7.9
Wisconsin,1990,5,4.1
Wyoming,1990,5,5.3
Alabama,1990,6,6.6
Alaska,1990,6,7.2
Arizona,1990,6,5.3
Arkansas,1990,6,6.8
California,1990,6,5.5
Los Angeles County,1990,6,5.6
Colorado,1990,6,5.3
Connecticut,1990,6,5.1
Delaware,1990,6,3.9
District of Columbia,1990,6,6.3
Florida,1990,6,6
Georgia,1990,6,5.4
Hawaii,1990,6,2.7
Idaho,1990,6,5.6
Illinois,1990,6,6.1
Indiana,1990,6,5.1
Iowa,1990,6,4.4
Kansas,1990,6,4.2
Kentucky,1990,6,5.8
Louisiana,1990,6,5.9
Maine,1990,6,4.9
Maryland,1990,6,4.2
Massachusetts,1990,6,6.1
Michigan,1990,6,7.3
Minnesota,1990,6,4.7
Mississippi,1990,6,7.2
Missouri,1990,6,5.4
Montana,1990,6,5.9
Nebraska,1990,6,2.3
Nevada,1990,6,4.6
New Hampshire,1990,6,5.6
New Jersey,1990,6,4.8
New Mexico,1990,6,6.4
New York,1990,6,5.1
New York city,1990,6,6.6
North Carolina,1990,6,3.9
North Dakota,1990,6,4
Ohio,1990,6,5.5
Oklahoma,1990,6,5.5
Oregon,1990,6,5.4
Pennsylvania,1990,6,5.2
Rhode Island,1990,6,6.3
South Carolina,1990,6,4.7
South Dakota,1990,6,3.8
Tennessee,1990,6,5.2
Texas,1990,6,6.2
Utah,1990,6,4.4
Vermont,1990,6,4.8
Virginia,1990,6,4.2
Washington,1990,6,5.1
West Virginia,1990,6,8.1
Wisconsin,1990,6,4.1
Wyoming,1990,6,5.2
Alabama,1990,7,6.7
Alaska,1990,7,7.2
Arizona,1990,7,5.3
Arkansas,1990,7,6.9
California,1990,7,5.7
Los Angeles County,1990,7,5.7
Colorado,1990,7,5.3
Connecticut,1990,7,5.1
Delaware,1990,7,4.1
District of Columbia,1990,7,6.5
Florida,1990,7,6.1
Georgia,1990,7,5.5
Hawaii,1990,7,2.7
Idaho,1990,7,5.6
Illinois,1990,7,6.2
Indiana,1990,7,5.1
Iowa,1990,7,4.4
Kansas,1990,7,4.3
Kentucky,1990,7,5.8
Louisiana,1990,7,6.1
Maine,1990,7,5.2
Maryland,1990,7,4.5
Massachusetts,1990,7,6.3
Michigan,1990,7,7.3
Minnesota,1990,7,4.7
Mississippi,1990,7,7.3
Missouri,1990,7,5.6
Montana,1990,7,6
Nebraska,1990,7,2.3
Nevada,1990,7,4.7
New Hampshire,1990,7,5.7
New Jersey,1990,7,4.9
New Mexico,1990,7,6.5
New York,1990,7,5.2
New York city,1990,7,6.7
North Carolina,1990,7,4
North Dakota,1990,7,4.1
Ohio,1990,7,5.6
Oklahoma,1990,7,5.5
Oregon,1990,7,5.6
Pennsylvania,1990,7,5.3
Rhode Island,1990,7,6.5
South Carolina,1990,7,4.8
South Dakota,1990,7,3.8
Tennessee,1990,7,5.3
Texas,1990,7,6.3
Utah,1990,7,4.4
Vermont,1990,7,4.9
Virginia,1990,7,4.4
Washington,1990,7,5.1
West Virginia,1990,7,8.3
Wisconsin,1990,7,4.2
Wyoming,1990,7,5.3
Alabama,1990,8,6.7
Alaska,1990,8,7.2
Arizona,1990,8,5.2
Arkansas,1990,8,6.9
California,1990,8,5.9
Los Angeles County,1990,8,5.9
Colorado,1990,8,5.2
Connecticut,1990,8,5.2
Delaware,1990,8,4.3
District of Columbia,1990,8,6.6
Florida,1990,8,6.2
Georgia,1990,8,5.6
Hawaii,1990,8,2.6
Idaho,1990,8,5.6
Illinois,1990,8,6.3
Indiana,1990,8,5.2
Iowa,1990,8,4.4
Kansas,1990,8,4.4
Kentucky,1990,8,5.9
Louisiana,1990,8,6.3
Maine,1990,8,5.5
Maryland,1990,8,4.7
Massachusetts,1990,8,6.6
Michigan,1990,8,7.5
Minnesota,1990,8,4.8
Mississippi,1990,8,7.5
